topic,argument,key_point,stance,label,set,ibm_pro_deb_qs
We should fight for the abolition of nuclear weapons,we should fight for the absolution of nuclear weapons so that the world can have the best chance of everlasting peace. there would be no threat of these weapons destroying the world.,Nuclear weapons can fall into the wrong hands,1,0,train,0.9688205718994141
We should fight for the abolition of nuclear weapons,we should fight to abolition nuclear weapons because if they get in the wrong hands many people will be killed,Nuclear weapons can fall into the wrong hands,1,1,train,0.9613454341888428
We should fight for the abolition of nuclear weapons,we should fight to abolition nuclear weapons because if they get in the wrong hands many people will be killed,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.9613454341888428
We should fight for the abolition of nuclear weapons,we should get rid of it because there are to many risks involved,Nuclear weapons provoke or escalate a disastrous military action,1,0,train,0.6788868308067322
We should fight for the abolition of nuclear weapons,We should not abolish nuclear weapons as it will only encourage countries to develop other weaponry in order to have either a deterrent or a force against other countries.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9128087162971497
We should fight for the abolition of nuclear weapons,we should not fight for the abolition of nuclear weapons because countries have them to protect themselves against other countries,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.6935181617736816
We should fight for the abolition of nuclear weapons,"we should not fight for the abolition of nuclear weapons because if our country was ever attacked with nuclear weapons, we need to be able to fight back.",Nuclear weapons is essential for protection and deterrence,-1,1,train,0.8930782079696655
We should fight for the abolition of nuclear weapons,"We should not fight for the abolition of nuclear weapons because there is no safe way to dispose of the warheads that they use, and at least now they are well maintained and monitored.",Nuclear weapons is essential for protection and deterrence,-1,0,train,0.9197365641593933
We should fight for the abolition of nuclear weapons,we should not fight for the abolition of nuclear weapons since just having nuclear weapons deters another nation from starting a major conflict with us.,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9567579627037048
We should fight for the abolition of nuclear weapons,we should not live in a world where there is a threat of a nuclear weapon being used and therefore we should fight to ban them.,Nuclear weapons can fall into the wrong hands,1,0,train,0.907948911190033
We should fight for the abolition of nuclear weapons,we shouldn't fight for the abolition of nuclear weapons because it lead to more power for the country and lowers the chance of a nuclear war,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9442254900932312
We should fight for the abolition of nuclear weapons,we shouldn't fight to get rid of nuclear weapons. they provide a deterrent to serious conflict because even the smaller countries who have nuclear weapons pose a threat,Nuclear weapons is essential for protection and deterrence,-1,1,train,0.9726006388664246
We should fight urbanization,a city is the best place for people to have what they need near by,Cities offer more opportunities,-1,1,train,0.7735775709152222
We should fight urbanization,a city is the best place for people to have what they need near by,Urbanization benefits the economy,-1,0,train,0.7735775709152222
We should fight urbanization,a city is the best place for people to have what they need near by,Urbanization benefits the environment,-1,0,train,0.7735775709152222
We should fight urbanization,"as the global population continues to grow, urbanization is required to ensure that there are enough houses and employment opportunities for society to function.",Cities offer more opportunities,-1,1,train,0.9708569049835205
We should fight urbanization,"as the global population continues to grow, urbanization is required to ensure that there are enough houses and employment opportunities for society to function.",Urbanization benefits the environment,-1,0,train,0.9708569049835205
We should fight urbanization,bigger communities bring more diversity.,Cities offer more opportunities,-1,0,train,0.8995131254196167
We should fight urbanization,bigger communities bring more diversity.,Urbanization benefits the economy,-1,0,train,0.8995131254196167
We should fight urbanization,bigger communities bring more diversity.,Urbanization benefits the environment,-1,0,train,0.8995131254196167
We should fight urbanization,cities bring everything closer together and make it easier to do everything as a result of that.,Cities offer more opportunities,-1,1,train,0.8595900535583496
We should fight urbanization,cities bring everything closer together and make it easier to do everything as a result of that.,Urbanization benefits the economy,-1,0,train,0.8595900535583496
We should fight urbanization,cities bring everything closer together and make it easier to do everything as a result of that.,Urbanization benefits the environment,-1,0,train,0.8595900535583496
We should fight urbanization,concentrating large number of people and resources increases pollution and lessons the feeling of wellbeing among it's citizens.,Restrictions on migration would benefit people in the rural areas economically/socially,1,0,train,0.7443969249725342
We should fight urbanization,concentrating large number of people and resources increases pollution and lessons the feeling of wellbeing among it's citizens.,Urbanization causes crime,1,0,train,0.7443969249725342
We should fight urbanization,concentrating large number of people and resources increases pollution and lessons the feeling of wellbeing among it's citizens.,Urbanization harms the environment,1,1,train,0.7443969249725342
We should fight urbanization,concentrating large number of people and resources increases pollution and lessons the feeling of wellbeing among it's citizens.,Urbanization is causing a strain on the cities' resources,1,0,train,0.7443969249725342
